tree,asite,site,ROW,COL,REP,SET,mum,dad,selection_type,rot,pith_year,pith_age,clb15,ht15,dbh15,heartwood,sapwood,sapwood_heartwood_ratio,cath,cbth,csab,cmyr,clim,cmono,cathprop,csabprop,fibre,cell,lignin,fath,fbth,fsab,fmyr,flim,fmono,fathprop,fsabprop,capi,cthu,fapi,fthu,clb15,plicatic_acid,gamma_thujaplicin,beta_thujaplicin,beta_thujaplicinol,thujic_acid,methyl_thujate,alpha_thujaplicin,plicatic_acid_PAR_CW,gamma_thujaplicin_PAR_CW,beta_thujaplicin_PAR_CW,beta_thujaplicinol_PAR_CW,thujic_acid_PAR_CW,methyl_thujate_PAR_CW,alpha_thujaplicin_PAR_CW,A,B,C,D,E,F,G,H,I,nezukone,thujaplicatin_methyl_ether,beta_dolabrin,thujaplicins,thujaplicins_PAR_CW,lignans_PAR_CW,Fhat3,HT_BLUP
10041,EAST,1,18,31,18,4,58,430,VOL,0,2000,17,2,870,149,73.552,30.917,0.420342071,36440,9571,3865.3,2911.3,884.6,65649,0.555073192,0.058878277,55.93,16.91,38.68,34730,6022,6147,1452,497,55380,0.627121705,0.11099675,1888,490.9,1182.45613,251.52379,2,0,336.4,95.7,34.2,2686.3,29.8,648.5,0,13.66,3.32,0.36,12.1,0.13,23.94,2.87,3.13,1.58,9,0.5,12.47,3.27,0.1,9.14,36.74,4.05,0.54,1114.8,41.82,24.6,0.171466,39.30023593
10042,EAST,1,17,31,18,4,322,430,HTWD,0,2000,17,2,760,107,51.896,17.874,0.344419608,24674,7971,2729.8,1556.1,600.6,46324,0.532639668,0.058928417,58.24,20.97,36.95,28806,5770,7235,1542,487,50179,0.574064848,0.144183822,1240,252.1,1123.36483,285.88966,2,0,664,135.6,108.1,3394.9,12,325.3,0,25.78,4.62,1.31,15.3,0.05,11.96,2.26,3.28,3.22,15.09,0.96,10.45,3.85,0.2,10.74,26.85,6.48,0.59,1233,44.26,28.8,0.044382,13.91318141
10043,EAST,1,16,31,18,3,301,87,HTWD,0,2001,16,2,610,77,40.113,2.823,0.070376187,24743,8396,3038.5,2746.7,697,47832,0.517289681,0.063524419,58.62,19.16,39.26,21086,5547,2900,935,305,33950,0.621089838,0.085419735,1667,364.6,653.1,142.8,2,0,213.2,70.6,61,1094.3,0,41.9,0,9.4,2.62,0.7,4.9,0,1.6,0.36,5.3,3.27,6.02,1.12,10.36,1.81,0.06,5.67,7.53,3.51,0.54,386.7,14.86,21.7,0.238535,-60.2674556
10044,EAST,1,16,32,18,3,88,402,HTWD,0,2000,17,2,770,109,44.261,24.199,0.546734145,23018,4897,1782.3,1391.1,421.8,35803,0.642907019,0.049780745,47.02,12.22,34.7,24406,4487,5773,1605,454,42108,0.579604826,0.137099839,888,205.5,1080.94122,273.95125,2,0,83.7,39.5,49.2,1801.7,0,97.4,0,4.32,1.79,0.51,8.09,0,3.67,0.91,1.17,0.7,2.11,0.71,8.36,4.52,0,9.01,5.09,5.1,0.37,269.8,10.66,11.7,0.347564,-15.24542892
10045,EAST,1,16,29,18,3,22,20,HTWD,0,2001,16,2,840,116,64.506,17.785,0.275710787,39921,13813,3391.7,2044.7,719.9,63847,0.625260388,0.053122308,54.1,17.54,36.26,18935,3946,2795,736,281,29768,0.63608573,0.093892771,1135,259.2,655.5631,134.61255,2,0,345.7,151.2,64.8,4465.9,0,299.3,0,14.11,5.04,0.75,20.15,0,11.28,1.46,2.28,2.25,4.4,0.91,11.93,2.27,0.11,5.79,11.97,3.55,0.48,861,31.66,18.6,0.61155,11.10876054
10046,EAST,1,13,29,18,3,344,402,VOL,0,2000,17,2,730,112,50.345,31.601,0.627688946,21901,5362,4039.8,2682.6,715.1,47752,0.458640476,0.084599598,59.94,19.43,40.12,21502,4358,6737,1251,406,40103,0.536169364,0.16799242,1789,487.1,958.45872,251.12456,2,0,99,15.4,32.1,1584.9,0,166.6,0,5.33,0.68,0.32,7.12,0,6.12,0.91,2.75,1.73,4.18,1.11,12.43,4.74,0.08,8.76,11.59,2.9,0.48,313.1,12.93,19.4,0.195659,35.13936468
10047,EAST,1,15,25,18,8,2,329,VOL,0,2001,16,2,800,148,81.01285124,21.581,0.266389834,40129,8528,2665,2834.7,761.6,64823,0.619054965,0.041111951,58.97,18.34,40.47,22649,3982,5461,1295,421,38868,0.582715859,0.140501183,1641,369,974.03614,241.73494,2,0,323.7,222.9,22,1731.1,0,778,0,13.41,7.23,0.18,7.78,0,28.93,1.7,1.46,1.08,5.36,0.71,27.24,2.87,0,6.65,31.52,3.67,0.27,1346.6,50.02,34.1,0.204841,-18.65149363
10048,EAST,1,17,25,18,5,527,20,VOL,0,2001,16,2,730,95,50.175,15.633,0.311569507,36398,7726,4286.8,4407.2,1070.7,71291,0.51055533,0.060131012,57.26,20.19,36.81,39215,7091,4884,1392,529,62211,0.63035476,0.078507016,2673,636.3,1277.51909,233.77,2,0,65.1,115.6,23.6,1773,0,78.1,0,3.38,4.03,0.2,7.97,0,2.96,0.85,0.9,0.65,1.94,0.94,7.08,5.08,0,13.21,5.67,5.13,0.51,282.4,11.08,9.9,0.247653,17.23710037
10049,EAST,1,51,26,2,2,1,421,VOL,0,1999,18,2,610,94,42.151,18.692,0.443453299,24791,5939,2721.2,2447.2,718.9,46917,0.528401219,0.058000298,57.42,17.05,39.88,28613,8123,3958,1631,500,48601,0.588732742,0.081438654,1736,376.7,1192.00976,242.06341,2,361.7,1661.3,184.6,111.5,3453.1,0,588,1.3,61.84,6.14,1.34,15.56,0,21.24,1.61,9.47,2,6.4,0.98,16.83,4.57,0.05,14.87,87.8,5.32,0.73,2545.4,91.29,34.00296725,0.164973,-12.5222807
10050,EAST,1,18,28,18,5,430,392,VOL,0,2000,17,2,640,92,35.9,16.093,0.448272981,24194,8041,2963.8,1718.5,570.4,42933,0.56352922,0.069033145,57.71,19.52,38.01,15440,5275,4136,796,301,28751,0.537024799,0.143855866,1022,239.3,626.89289,163.19644,2,439.6,643,92.4,156.4,3861.6,0,406.3,1.63,24.86,3.27,1.95,17.41,0,15.34,3.01,7.78,3.87,8,0.91,13.44,3.21,0.21,12.15,25.32,4.32,0.52,1298.1,45.94,30.82667594,0.176011,-3.498551061
10051,EAST,1,21,26,17,3,214,421,VOL,0,2000,17,2,860,137,82.36806925,21.753,0.264095058,37615,11676,2179.8,1905.8,684.5,57833,0.650407207,0.037691284,56.64,22.85,33.63,17861,4373,2263,725,342,28380,0.629351656,0.079739253,1253,210.7,629.68198,125.47845,2,0,413.3,80.7,23.8,2352,0,338.5,0,16.22,2.81,0.23,10.6,0,12.8,1.51,2.22,1.06,5.14,1.13,14.37,3.44,0,6.01,23.34,4.03,0.32,856.3,32.38,21.7,0.453399,15.18103132
10052,EAST,1,21,25,17,3,88,402,HTWD,0,2000,17,2,860,130,63.195,27.713,0.438531529,39960,9156,3102.6,2810.7,790.4,66302,0.602696751,0.046794968,52.38,12.9,39.34,22408,4162,7116,1557,459,40708,0.550456913,0.174805935,1779,387.8,1093.46617,298.43797,2,0,285.2,118,78.4,2377.6,12.9,436.2,0,12.31,4.14,0.91,10.7,0.06,15.58,0.94,1.11,0.48,1.49,1.13,6.03,8.52,0,14.85,18.79,10.06,0.64,917.8,33.58,8.6,0.139053,-10.80181289
10053,EAST,1,25,27,17,7,94,430,VOL,0,1999,18,2,980,170,73.602,25.99,0.353115404,21616,4749,2621.5,1794,572.1,40780,0.530063757,0.064283963,57.31,18.83,38.2,21823,5811,6287,1464,476,40465,0.539305573,0.155368837,1111,337.4,1110.96734,277.10943,2,0,356.2,80,61.2,3581.1,22.5,294.5,0,14.6,2.92,0.7,16.14,0.1,10.63,2.12,5.1,2.43,10.92,1.05,19.15,4.54,0.07,10.55,17.49,5.02,0.52,791.9,29.37,35.1,0.346538,75.54146954
10054,EAST,1,27,28,17,7,222,368,VOL,0,2000,17,2,800,113,37.106,21.464,0.578450924,20724,6266,2742.3,1355.1,533.5,34913,0.59358978,0.078546673,58.48,22.39,35.87,19527,5201,5721,1214,401,36315,0.537711689,0.157538207,1029,206.1,985.68182,245.45455,2,280.5,872.4,473.7,101.6,3490.6,0,563.6,0.99,33.29,14.86,1.22,15.73,0,20.35,2.99,5.22,1.72,2.04,1.24,9.63,3.32,0.14,6.63,49.8,1.62,0.23,2011.3,69.95,17.79157182,0.127824,29.6130794
10055,EAST,1,28,28,17,7,344,243,VOL,0,2000,17,2,870,144,52.103,26.622,0.510949465,23989,7209,2240.6,1611.5,531.2,39039,0.614488076,0.057393888,53.52,16.11,37.33,17168,4864,3498,762,311,29909,0.574007824,0.116954763,972,192.5,676.07143,159.3275,2,0,36,99.9,24.5,1629.1,0,99.6,0,1.88,3.63,0.19,7.31,0,3.79,1.27,0.6,0.67,2.09,0.72,8.24,1.69,0,6.31,2.9,2.34,0.17,260,9.66,10.9,0.166152,28.41749297
10056,EAST,1,30,25,6,8,214,421,VOL,0,2000,17,2,740,103,48.832,23.538,0.482019987,25830,6749,1646.5,1458.4,458.3,40224,0.642153938,0.040933274,51.54,14.56,36.9,20940,3886,3792,1299,455,34733,0.602884865,0.109175712,1003,193.4,972.73371,212.65955,2,138.7,851.3,594.6,82.2,4699.4,0,923.3,0.44,32.41,18.48,0.97,21.2,0,34.54,1.28,6.49,2.73,6.92,1.46,14.82,4.58,0.05,8.05,61.43,5.07,0.27,2451.4,86.67,28.64085375,-0.133828,9.725343447
10057,EAST,1,35,27,6,2,527,191,VOL,0,2001,16,2,670,98,38.409,22.657,0.589887787,32287,7518,2643.4,2581.2,718.5,52355,0.616693726,0.050489925,55.2,18.94,36.01,22995,5090,4967,1376,426,38706,0.594093939,0.128326358,1556,300.4,1043.36057,240.84875,2,0,145.7,836.4,41.1,3698.5,15.7,447.2,0,7.42,25.92,0.41,16.66,0.07,16.69,1.92,3.51,1.72,4.56,0.66,17.23,2.39,0.14,5.52,13.8,2.9,0,1470.4,50.44,25.3,0.237183,36.58972971
10058,EAST,1,39,26,3,2,10,430,VOL,0,2000,17,2,710,103,38.011,20.706,0.54473705,37614,12954,5155.8,3080.5,1004.5,71264,0.527812079,0.07234789,58.8,23.32,34.85,16059,5137,5835,1054,347,31557,0.508888678,0.184903508,1849,541.2,835.83312,224.09221,2,0,102.8,0,27.4,1939.4,0,138.6,0,5.75,0,0.24,8.71,0,5.28,1.46,1.97,1.08,4.25,0.77,9.85,4.12,0,13.26,17.82,6.32,0.34,268.8,11.61,16.1,0.205925,15.39084808
10059,EAST,1,42,26,3,7,222,368,VOL,0,2000,17,2,690,103,35.1,19.692,0.561025641,23750,5837,3339.3,2023.5,611.6,43795,0.542299349,0.07624843,58.36,20.54,37.58,22807,4806,8539,1710,500,43513,0.52414221,0.196240204,1363,330.7,1245.31071,333.09643,2,46.9,297.5,304.5,44.3,3558.8,22.8,658.3,0.11,12.01,9.58,0.5,16.06,0.1,25.67,1.68,2.03,2.66,11.54,1.04,14.33,3.4,0,7.43,27.58,4.14,0.19,1304.6,47.95,27.9070517,0.0390813,21.85456166
10060,EAST,1,42,27,3,7,214,158,VOL,0,2000,17,2,700,103,51.706,21.002,0.406181101,30509,5265,2099.1,2262.5,559,52084,0.585765302,0.040302204,53.74,16.78,36.76,22588,5993,4789,1578,467,39767,0.56800865,0.120426484,1294,329.6,1096.51079,260.77338,2,0,657.7,1114.8,86.7,5305.6,0,508.3,0,25.27,34.18,1.04,23.94,0,19.36,2.04,4.64,3.38,9.85,1.5,13.1,5.25,0.35,11,21.08,3.29,0.67,2367.5,80.52,27.5,0.144175,12.3589215
10061,EAST,1,43,26,3,7,95,430,VOL,0,2000,17,2,760,124,41.435,22.186,0.535441052,39361,11190,3828.7,2438.9,933,71833,0.547951499,0.053300015,58.75,23.8,34.6,24003,5791,7659,1540,477,45422,0.528444366,0.168618731,2069,370.5,1133.74373,294.31322,2,138.8,470.2,49.9,46.2,2507.2,0,333.3,0.45,18.51,1.95,0.51,11.29,0,12.55,1.14,1.96,1.2,2.87,0.87,7.9,1.29,0.09,4.19,19.21,1.91,0.35,899.6,33.87,13.25207586,0.101714,40.34957086
10062,EAST,1,47,28,2,3,527,87,VOL,0,2000,17,3,760,122,50.819,19.411,0.381963439,25001,6625,4124.7,2608,727.4,49706,0.502977508,0.082981934,58.92,18.77,39.68,30433,5544,6995,2234,612,52570,0.578904318,0.133060681,1731,451.6,1458.45783,345.35181,3,369.7,881.2,486.3,132.2,3785.5,0,380.9,1.33,33.86,15.31,1.61,17.06,0,13.81,1.77,8.85,3.88,5.2,0.9,18.87,3.71,0.14,10.59,34.53,3.43,0,1880.6,64.59,34.32681878,0.312572,17.57710736
10063,EAST,1,49,25,2,2,322,368,HTWD,0,2001,16,4,870,147,62.872,18.053,0.287138949,33543,10104,2801.2,2097.8,708.5,55996,0.59902493,0.050025002,56.49,20.83,35.47,30883,7065,6777,2453,633,54922,0.562306544,0.123393176,1487,309.9,1506.36084,371.00979,4,0,202.7,111.5,39.7,1267.9,0,224.4,0,8.23,3.63,0.47,5.71,0,7.95,0.9,1.52,1.02,3.44,0.32,3.75,0.97,0.05,2.16,6.67,1.33,0.17,578.3,20.45,8.6,0.394821,24.48843991
10064,EAST,1,51,25,2,2,22,421,HTWD,0,2001,16,3,830,103,50.932,20.49,0.402301107,28442,6365,2898.4,2491.5,720.3,54295,0.523841974,0.053382448,54.46,19.88,34.35,20703,6858,5578,1223,412,38884,0.532429791,0.14345232,1519,421.6,939.35644,245.94059,3,0,460.1,66.5,28.5,2736.8,0,208,0,18.68,2.6,0.25,12.32,0,7.52,1.28,1.86,0.89,1.11,0,10.19,1.26,0.08,3.07,11.44,0.99,0.3,763.1,29.35,13.2,0.190985,14.22702346
10065,EAST,1,50,28,2,2,95,430,VOL,0,2000,17,3,690,104,38.652,17.834,0.461399151,24786,6686,2262.8,1220.9,602.7,45580,0.543791136,0.049644581,58.09,18.96,38.79,19463,5479,7446,1260,419,38728,0.50255629,0.192263995,1174,224.4,986.17063,265.36706,3,0,615.1,98.5,103.6,2218.1,0,693.9,0,24.22,3.56,1.23,9.97,0,27.42,1.21,3.06,5.36,31.22,1.4,23.66,1.72,0.76,3.56,61.01,1.06,0.44,1511.1,56.87,58,0.178319,28.35598174
10066,EAST,1,51,28,2,2,2,430,VOL,0,2001,16,3,840,173,70.615,30.893,0.437484954,29905,6421,2750.1,3575.7,876.8,59807,0.500025081,0.045982912,59.23,16.23,42.52,32933,6448,8713,2765,690,59581,0.552743324,0.146237895,2014,567,1658.48421,453.41193,3,0,274.7,178,27.9,2079.5,0,474.1,0,11.66,5.88,0.26,9.36,0,17.67,1.42,1.37,1.07,7.12,0.59,11.57,1.45,0,6.29,14.09,2.57,0.4,954.7,35.87,20.1,0.287292,40.02848769
10067,EAST,1,55,27,1,4,334,402,VOL,0,2000,17,4,710,108,46.368,24.328,0.524672188,38031,13364,2640.1,1667.2,707.8,62324,0.610214364,0.042360888,55.39,16.74,38.39,17628,8080,3109,595,311,32510,0.542233159,0.095632113,1357,240.1,619.74088,123.94818,4,0,196,87.3,60.1,2257.5,0,414.9,0,8.59,3.07,0.7,10.17,0,15.7,1.26,2.14,1.81,2.61,0.92,11.16,8.53,0,15.59,16.31,6.78,0.6,758.3,28.66,15.9,0.275228,-2.031652846
10068,EAST,1,56,27,1,4,58,402,VOL,0,2000,17,2,720,111,44.629,21.424,0.480046606,22510,5732,2424,2220.6,568.1,40519,0.555541845,0.059823786,53.71,13.67,39.78,25137,6088,7360,2129,540,47488,0.529333726,0.154986523,1319,314.4,1341.75067,363.05919,2,0,315.6,104.4,55,2094.8,0,302.5,0,13.34,3.71,0.6,9.42,0,11.45,1.24,2.24,1.53,3.69,0.6,7.11,2.74,0,6.58,18.82,3.08,0.32,777.5,29.42,13,0.423782,13.91034596
10069,EAST,1,58,26,1,1,214,329,VOL,0,2000,17,3,760,100,51.994,22.59,0.434473208,58772,4487,4229.1,4756.5,1079.9,94622,0.621124051,0.04469468,51.86,19.95,31.55,22857,4054,6671,1612,483,39899,0.572871501,0.167197173,2797,682.5,1191.45714,288.51429,3,0,744.5,480.7,96.4,2400.4,0,865.4,0,28.55,15.03,1.16,10.81,0,33.76,1.44,3.02,2.72,7.51,1.13,4.43,6.13,0.13,10.49,30.43,7.58,0.58,2187,79.08,14.9,0.265685,-31.85052961
10070,EAST,1,58,25,1,1,10,421,VOL,0,2000,17,4,720,122,61.126,23.107,0.378022445,25765,6326,2883.9,2035.7,592.2,45450,0.566886689,0.063452145,56.1,17.6,38.18,15680,2149,4005,848,290,24862,0.630681361,0.161089212,1174,295.6,701.09231,167.72857,4,0,710.8,132.3,87.6,3369.9,0,452.2,0,27.1,4.42,1.06,15.2,0,16.42,2,7.08,4.1,14.56,1.35,16.62,2.73,0.14,10.87,40.69,4.33,0.6,1382.9,49.6,38.3,0.347287,-10.06615396
10071,EAST,1,59,28,1,1,173,421,VOL,0,2001,16,2,800,103,47.386,6.672,0.14080108,36122,7458,2729.4,2066.2,827.2,57988,0.622921984,0.047068359,57.31,17.56,39.53,24493,3105,5584,834,368,38432,0.637307452,0.145295587,1673,321.1,925.51689,192.1863,2,518,1591.1,246.4,216.9,3905,0,368.7,1.86,60.31,8.29,2.66,17.58,0,13.42,2.05,18.38,9.96,24.75,0.4,19.89,1.7,0.18,5.28,61.94,3.05,0.51,2423.1,85.19,64.95753436,0.236876,-1.892453469
10072,EAST,1,60,25,1,1,340,266,VOL,0,2000,17,4,930,140,65.858,35.519,0.539327037,33088,7623,3421.1,2815,853.8,60537,0.546574822,0.056512546,58.05,19.82,37.81,34515,4633,998,158,198,44204,0.780811691,0.022577142,2111,408,351.37681,53.69565,4,0,229,586.3,26.3,1966.8,0,533.4,0,10.05,18.25,0.24,8.85,0,19.26,1.37,1.79,0.39,1.16,0.57,6.14,0.97,0.03,3.27,27.82,1.7,0.46,1375,48.26,9.1,0.70998,39.57135811
10073,EAST,1,60,23,1,8,222,421,VOL,0,2000,17,4,850,105,44.548,15.112,0.339229595,25748,5990,2523.5,2232.1,581,43661,0.589725384,0.057797577,54.27,15.04,38.69,24881,6376,5835,1564,465,42560,0.584609962,0.137100564,1412,345.5,1103.65217,277.32919,4,0,818,166.8,59.7,4205.7,0,518.4,0,31.65,5.66,0.65,18.96,0,18.33,1.36,1.68,1.49,4.35,0.59,14.61,1.29,0.08,3.55,21.02,1.62,0.18,1562.9,56.47,20.7,0.484138,34.13879116
10074,EAST,1,58,24,1,8,2,126,VOL,0,2000,17,3,780,106,42.945,19.771,0.460379555,25498,6852,2686.7,2306.3,608.9,45863,0.555960142,0.058580991,53.24,20.92,31.77,13168,3219,3452,425,220,22480,0.585765125,0.153558719,1306,344.1,515.18776,120.6102,3,0,375.5,208.8,45.6,1847,0,515.6,0,15.25,6.8,0.49,8.31,0,19.87,1.54,1.94,0.71,1.93,0.42,6.37,2.35,0,11.02,20.84,2.92,0.24,1145.5,42.65,10.2,0.205037,-2.597201553
10075,EAST,1,58,22,1,8,784,402,VOL,0,2000,17,2,800,106,40.355,19.438,0.481675133,21941,5998,3532.3,2389.1,628.3,43738,0.501646166,0.080760437,54.91,20.34,34.29,17540,3341,4910,654,298,29325,0.598124467,0.16743393,1503,399.9,746.51192,165.96891,2,170.1,324,130.3,63.8,2781.2,0,343.4,0.53,14.03,4.6,0.7,12.51,0,12.84,1.02,4.75,3.12,4.59,1.34,7.34,8.34,0,14.79,26.17,4.95,0.56,861.5,32.73,17.22804143,0.371811,28.91321483
10076,EAST,1,58,21,1,8,243,444,VOL,0,2000,17,3,770,96,56.692,26.341,0.464633458,39989,8488,2715.7,3399.2,883,62991,0.634836723,0.043112508,56.52,16.95,38.97,35315,6090,8564,2670,732,60154,0.587076504,0.142367922,1972,437.7,1768.06343,445.2097,3,0,396.9,113.8,57,3074.7,0,276.1,0,15.51,3.78,0.67,13.87,0,10.44,1.41,1.24,1.1,3.43,0.41,8.37,2.47,0,10.27,17.48,3.18,0.46,843.8,30.86,13,0.101438,-3.958258505
10077,EAST,1,57,23,1,8,531,430,VOL,0,2000,17,3,840,117,57.337,20.11,0.350733383,22727,4354,2038.2,2227,537.9,40063,0.567281532,0.050874872,53.12,17.77,34.82,20596,5160,2115,233,213,31008,0.664215686,0.068208204,1316,347.6,423.36614,82.86773,3,0,658,583.3,61.2,4843.6,0,787.2,0,25.73,18.22,0.68,21.84,0,30.22,0.96,4.91,1.95,5.64,0.63,11.77,4.57,0.07,13.1,39.08,5.02,0.31,2089.7,75.16,22.3,0.506479,38.47952419
10078,EAST,1,55,24,1,7,301,87,HTWD,0,2000,17,2,820,115,66.84745,24.921,0.372804049,29378,11250,2703.9,2463.5,745.6,55395,0.530336673,0.048811265,55.48,19.8,35.24,16778,4019,2264,289,192,25432,0.659720038,0.089021705,1644,293,433.95512,75.54961,2,0,490.2,147.8,73.3,4099.9,0,313.2,0,19.2,4.9,0.87,18.5,0,10.93,1.48,1.91,1.34,4.18,0.79,7.03,5.47,0,18.67,20.65,4.77,0.52,1024.5,36.42,13.1,0.177385,-43.92824305
10079,EAST,1,55,21,1,7,88,191,HTWD,0,2001,16,3,760,104,38.485,27.522,0.715135767,34167,9868,3426.8,2608.5,846.3,61551,0.555100648,0.055674156,56.32,21.69,34.33,25044,6486,9261,2208,584,47502,0.527219907,0.194960212,1481,511.7,1426.57632,412.44474,3,0,344.8,492.3,41.6,3319.8,0,553.1,0,14.67,15.53,0.41,14.95,0,19.32,1.66,3.01,1.8,7.34,0.92,6.89,3.01,0,7.11,22.48,3.65,0.23,1431.8,50.16,17.2,0.127854,-14.93548967
10080,EAST,1,54,23,1,7,344,241,VOL,0,2000,17,3,820,108,53.923,27.78,0.515179052,26763,9591,2346.2,1908.6,552.3,46225,0.578972418,0.050756084,57.66,15.5,41.94,14046,4559,2999,696,268,24099,0.582845761,0.124444998,1087,258.9,594.87931,145.66437,3,0,266.8,185.3,29.7,2658.4,0,477.2,0,11.49,6.13,0.28,11.97,0,18.13,1.58,1.57,1.43,2.6,0.67,15.2,4.06,0,7.01,11.97,2.8,0.58,959,36.61,19.4,0.342426,13.57255431
10081,EAST,1,53,23,1,7,527,368,VOL,0,2001,16,4,890,121,43.3,29.383,0.678591224,46636,10330,3432.7,4551.3,999.5,79618,0.585746942,0.043114622,53.94,20.57,33.03,22775,3849,1735,220,202,31406,0.725179902,0.055244221,2544,566.6,474.82072,65.79084,4,0,134,191.1,20.8,1869.9,0,150.6,0,6.54,6.26,0.17,8.41,0,5.63,1.89,0.54,0.59,1.67,0.67,8.7,1.29,0,3.77,9.95,1.68,0.3,496.5,18.9,10.9,0.337874,31.23401661
10082,EAST,1,53,22,1,7,94,430,VOL,0,2000,17,3,830,113,36.105,28.458,0.78820108,25412,11164,2629.7,2054,750.5,51713,0.491404482,0.050851817,59.08,18.14,40.4,15974,4415,2256,122,166,25218,0.633436434,0.08945991,1309,308.4,351.03511,63.67021,3,0,333.3,467.6,77.4,2979.2,0,595.3,0,13.48,14.56,0.93,13.43,0,21.55,1.51,1.94,1.62,4.97,1.18,20.5,6.72,0,11.65,13.9,3.94,0.45,1473.6,50.97,27.4,0.230383,53.73220195
10083,EAST,1,52,23,2,6,10,266,VOL,0,2000,17,2,790,128,50.758,25.796,0.508215454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14845,3809,2287,163,174,23574,0.629719182,0.097013659,NA,NA,351.39244,67.43895,2,0,119,57.5,39.7,1860.7,0,95.5,0,6.49,2.36,0.39,8.35,0,3.44,1.25,0.5,0,1.06,0.64,7.49,1.12,0,4.51,11.85,3.14,0.39,311.7,13.07,9.1,0.166552,-13.41793758
10084,EAST,1,50,24,2,6,222,191,VOL,0,2000,17,3,920,115,70.982,7.282,0.102589389,26004,5962,2255.6,2305.9,656.9,47535,0.547049542,0.047451352,53.69,16.03,37.4,21503,4134,3050,540,246,33185,0.647973482,0.091908995,1688,355,562.04293,111.19476,3,0,365.6,34.2,23.4,387.3,0,0,0,15.34,1.48,0.18,1.7,0,0.47,0,11.2,0.74,7.76,1.24,13.09,1.77,0.72,3.32,41.95,2.43,0.32,423.2,17.79,32.1,0.339881,66.42311988
10085,EAST,1,50,21,2,6,58,281,VOL,0,2001,16,3,670,70,26.207,16.724,0.638150113,32708,12531,2442,2962.4,831.2,64298,0.508693894,0.037979408,56.61,20.36,35.73,21415,4454,2669,222,215,32675,0.655394032,0.081683244,1599,341.5,500.95242,84.43965,3,0,656.3,155.7,44.7,3164,0,444.7,0,25.69,5.29,0.46,14.25,0,15.94,1.83,0.64,0.82,0.69,0.67,9.01,1.98,0,4.32,10.9,1.19,0.25,1301.4,47.63,10.3,0.199239,-23.1522795
10086,EAST,1,45,24,2,7,531,421,VOL,0,2000,17,2,670,82,28.316,18.503,0.653446815,20554,9592,1142.2,1100.9,473.6,38711,0.530960192,0.029505825,53.63,15.44,37.94,18416,5448,2071,1075,319,30062,0.612600625,0.068890959,788,135.6,802.55948,141.64248,2,0,305.7,58.7,30.7,3285.4,0,334.6,0,12.66,2.24,0.3,14.81,0,12.6,1.14,0.55,0.48,1.13,0.47,16.43,1.67,0.08,4.11,14.84,1.91,0.5,729.7,28.3,18,0.475966,3.103625801
10087,EAST,1,43,23,3,1,301,430,HTWD,0,2000,17,2,630,65,24.486,18.264,0.745895614,26921,9920,1929.1,2068.3,883.8,53456,0.503610446,0.036087623,49.16,19.56,29.36,19156,4179,2370,382,215,28794,0.665277488,0.082308814,1227,273.9,516.66364,93.46364,2,0,399.4,333.5,48.2,1365.4,0,333.6,0,15.93,10.52,0.54,6.13,0,11.88,1.95,2.22,1.54,5.9,1.06,14.49,7.01,0.09,12.12,17.31,5.9,0.4,1114.7,39.27,22.6,0.410017,-30.61304258
10088,EAST,1,42,21,3,1,88,241,HTWD,0,2000,17,2,700,91,31.724,25.64,0.808220905,48944,12538,3225.4,3513.9,1085.1,81064,0.603769861,0.039788315,55.78,19.4,36.19,31711,7603,6593,2269,650,54479,0.582077498,0.121019108,2232,425.1,1633.5,357.88077,2,0,268.9,593.1,49.9,5466,0,589.1,0,11.39,18.43,0.55,24.67,0,20.84,2.17,1.73,1.78,6.52,1.32,13.23,6.52,0.11,10.68,9.85,1.25,0.59,1501,51.8,21.4,0.146923,-32.82402348
10089,EAST,1,42,22,3,1,322,404,HTWD,0,2000,17,2,730,96,41.915,21.98,0.524394608,27634,5998,3078.8,3445.5,801.1,55764,0.495552686,0.055211247,51.97,21.74,29.67,14958,5646,2864,532,260,25949,0.576438398,0.110370342,1963,540.9,589.76195,105.91024,2,0,184.7,156.1,35.9,2613.7,0,738.3,0,8.87,5.35,0.34,11.76,0,24.91,1.19,1.84,1.59,7.58,0.85,13.55,3.24,0,6.46,12.51,3.28,0.41,1115,39.88,22.9,0.203485,4.769143959
10090,EAST,1,41,23,3,1,301,402,HTWD,0,2001,16,2,700,100,30.68,14.985,0.488428944,33362,9617,3222.1,2293.7,682.3,55451,0.601648302,0.058107158,54.15,21.39,32.84,23527,7069,5345,1107,454,40955,0.574459773,0.130509095,1344,327.3,1153.43509,222.38246,2,0,492.1,98.2,212.9,2038.3,0,308.6,0,18.66,3.23,2.74,9.19,0,11.32,2.58,6.24,3.76,3.13,1.16,19.71,3.1,0.26,10.61,22.86,4.96,0.87,1111.8,36.82,29,0.118939,-29.12147526
